api_id,status,hitool_symbol,test_evidence,notes
cn.hutool.core.codec::BCD#,idiomatic,"hitool_core::{bcd_encode,bcd_decode,bcd_encode_ascii_prefix}",crates/hitool-core/src/radix_codec.rs::text_stream_file_and_bcd_overloads_are_bounded_and_reversible,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.aop.aspects::Aspect#,idiomatic,hitool_aop::aspects::Aspect,crates/hitool-aop/src/aop_tests.rs::simple_and_timing_aspects_preserve_hutool_defaults,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
cn.hutool.aop.aspects::SimpleAspect#,idiomatic,hitool_aop::aspects::SimpleAspect,crates/hitool-aop/src/aop_tests.rs::simple_and_timing_aspects_preserve_hutool_defaults,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.aspects::SimpleAspect::before#boolean (Object target, Method method, Object[] args)",idiomatic,hitool_aop::aspects::SimpleAspect,crates/hitool-aop/src/aop_tests.rs::simple_and_timing_aspects_preserve_hutool_defaults,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.aspects::SimpleAspect::after#boolean (Object target, Method method, Object[] args, Object returnVal)",idiomatic,hitool_aop::aspects::SimpleAspect,crates/hitool-aop/src/aop_tests.rs::simple_and_timing_aspects_preserve_hutool_defaults,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.aspects::SimpleAspect::afterException#boolean (Object target, Method method, Object[] args, Throwable e)",idiomatic,hitool_aop::aspects::SimpleAspect,crates/hitool-aop/src/aop_tests.rs::simple_and_timing_aspects_preserve_hutool_defaults,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
cn.hutool.aop.aspects::TimeIntervalAspect#,idiomatic,hitool_aop::aspects::TimeIntervalAspect,crates/hitool-aop/src/aop_tests.rs::simple_and_timing_aspects_preserve_hutool_defaults,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.aspects::TimeIntervalAspect::before#boolean (Object target, Method method, Object[] args)",idiomatic,hitool_aop::aspects::TimeIntervalAspect,crates/hitool-aop/src/aop_tests.rs::simple_and_timing_aspects_preserve_hutool_defaults,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.aspects::TimeIntervalAspect::after#boolean (Object target, Method method, Object[] args, Object returnVal)",idiomatic,hitool_aop::aspects::TimeIntervalAspect,crates/hitool-aop/src/aop_tests.rs::simple_and_timing_aspects_preserve_hutool_defaults,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
cn.hutool.aop.interceptor::CglibInterceptor#,idiomatic,hitool_aop::interceptor::CglibInterceptor,crates/hitool-aop/src/aop_tests.rs::cglib_variants_run_after_when_before_rejects,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.interceptor::CglibInterceptor::CglibInterceptor#(Object target, Aspect aspect)",idiomatic,hitool_aop::interceptor::CglibInterceptor,crates/hitool-aop/src/aop_tests.rs::cglib_variants_run_after_when_before_rejects,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
cn.hutool.aop.interceptor::CglibInterceptor::getTarget#Object (),idiomatic,hitool_aop::interceptor::CglibInterceptor,crates/hitool-aop/src/aop_tests.rs::cglib_variants_run_after_when_before_rejects,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.interceptor::CglibInterceptor::intercept#Object (Object obj, Method method, Object[] args, MethodProxy proxy)",idiomatic,hitool_aop::interceptor::CglibInterceptor,crates/hitool-aop/src/aop_tests.rs::cglib_variants_run_after_when_before_rejects,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
cn.hutool.aop.interceptor::JdkInterceptor#,idiomatic,hitool_aop::interceptor::JdkInterceptor,crates/hitool-aop/src/aop_tests.rs::jdk_interceptor_matches_callback_and_suppression_semantics,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.interceptor::JdkInterceptor::JdkInterceptor#(Object target, Aspect aspect)",idiomatic,hitool_aop::interceptor::JdkInterceptor,crates/hitool-aop/src/aop_tests.rs::jdk_interceptor_matches_callback_and_suppression_semantics,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
cn.hutool.aop.interceptor::JdkInterceptor::getTarget#Object (),idiomatic,hitool_aop::interceptor::JdkInterceptor,crates/hitool-aop/src/aop_tests.rs::jdk_interceptor_matches_callback_and_suppression_semantics,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.interceptor::JdkInterceptor::invoke#Object (Object proxy, Method method, Object[] args)",idiomatic,hitool_aop::interceptor::JdkInterceptor,crates/hitool-aop/src/aop_tests.rs::jdk_interceptor_matches_callback_and_suppression_semantics,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
cn.hutool.aop.interceptor::SpringCglibInterceptor#,idiomatic,hitool_aop::interceptor::SpringCglibInterceptor,crates/hitool-aop/src/aop_tests.rs::cglib_variants_run_after_when_before_rejects,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.interceptor::SpringCglibInterceptor::SpringCglibInterceptor#(Object target, Aspect aspect)",idiomatic,hitool_aop::interceptor::SpringCglibInterceptor,crates/hitool-aop/src/aop_tests.rs::cglib_variants_run_after_when_before_rejects,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
cn.hutool.aop.interceptor::SpringCglibInterceptor::getTarget#Object (),idiomatic,hitool_aop::interceptor::SpringCglibInterceptor,crates/hitool-aop/src/aop_tests.rs::cglib_variants_run_after_when_before_rejects,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.interceptor::SpringCglibInterceptor::intercept#Object (Object obj, Method method, Object[] args, MethodProxy proxy)",idiomatic,hitool_aop::interceptor::SpringCglibInterceptor,crates/hitool-aop/src/aop_tests.rs::cglib_variants_run_after_when_before_rejects,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
cn.hutool.aop.proxy::CglibProxyFactory#,idiomatic,hitool_aop::proxy::CglibProxyFactory,crates/hitool-aop/src/aop_tests.rs::factories_select_all_backends_and_facade_overloads,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.proxy::CglibProxyFactory::proxy#T (T target, Aspect aspect)",idiomatic,hitool_aop::proxy::CglibProxyFactory,crates/hitool-aop/src/aop_tests.rs::factories_select_all_backends_and_facade_overloads,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
cn.hutool.aop.proxy::JdkProxyFactory#,idiomatic,hitool_aop::proxy::JdkProxyFactory,crates/hitool-aop/src/aop_tests.rs::factories_select_all_backends_and_facade_overloads,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.proxy::JdkProxyFactory::proxy#T (T target, Aspect aspect)",idiomatic,hitool_aop::proxy::JdkProxyFactory,crates/hitool-aop/src/aop_tests.rs::factories_select_all_backends_and_facade_overloads,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
cn.hutool.aop.proxy::ProxyFactory#,idiomatic,hitool_aop::proxy::ProxyFactory,crates/hitool-aop/src/aop_tests.rs::factories_select_all_backends_and_facade_overloads,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.proxy::ProxyFactory::proxy#T (T target, Class<? extends Aspect> aspectClass)",idiomatic,hitool_aop::proxy::ProxyFactory,crates/hitool-aop/src/aop_tests.rs::factories_select_all_backends_and_facade_overloads,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.proxy::ProxyFactory::proxy#T (T target, Aspect aspect)",idiomatic,hitool_aop::proxy::ProxyFactory,crates/hitool-aop/src/aop_tests.rs::factories_select_all_backends_and_facade_overloads,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.proxy::ProxyFactory::createProxy#T (T target, Class<? extends Aspect> aspectClass)",idiomatic,hitool_aop::proxy::ProxyFactory,crates/hitool-aop/src/aop_tests.rs::factories_select_all_backends_and_facade_overloads,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.proxy::ProxyFactory::createProxy#T (T target, Aspect aspect)",idiomatic,hitool_aop::proxy::ProxyFactory,crates/hitool-aop/src/aop_tests.rs::factories_select_all_backends_and_facade_overloads,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
cn.hutool.aop.proxy::ProxyFactory::create#ProxyFactory (),idiomatic,hitool_aop::proxy::ProxyFactory,crates/hitool-aop/src/aop_tests.rs::factories_select_all_backends_and_facade_overloads,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
cn.hutool.aop.proxy::SpringCglibProxyFactory#,idiomatic,hitool_aop::proxy::SpringCglibProxyFactory,crates/hitool-aop/src/aop_tests.rs::factories_select_all_backends_and_facade_overloads,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
"cn.hutool.aop.proxy::SpringCglibProxyFactory::proxy#T (T target, Aspect aspect)",idiomatic,hitool_aop::proxy::SpringCglibProxyFactory,crates/hitool-aop/src/aop_tests.rs::factories_select_all_backends_and_facade_overloads,JVM reflection proxies map to explicit typed Rust wrappers while preserving Hutool before/after/error propagation and JDK/CGLIB callback ordering.
cn.hutool.dfa::FoundWord#,idiomatic,hitool_dfa::FoundWord,crates/hitool-dfa/src/word_tree.rs::found_word_exposes_effective_and_source_forms,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
"cn.hutool.dfa::FoundWord::FoundWord#(String word, String foundWord, int startIndex, int endIndex)",idiomatic,hitool_dfa::FoundWord,crates/hitool-dfa/src/word_tree.rs::found_word_exposes_effective_and_source_forms,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::FoundWord::getWord#String (),idiomatic,hitool_dfa::FoundWord,crates/hitool-dfa/src/word_tree.rs::found_word_exposes_effective_and_source_forms,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::FoundWord::getFoundWord#String (),idiomatic,hitool_dfa::FoundWord,crates/hitool-dfa/src/word_tree.rs::found_word_exposes_effective_and_source_forms,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::FoundWord::toString#String (),idiomatic,hitool_dfa::FoundWord,crates/hitool-dfa/src/word_tree.rs::found_word_exposes_effective_and_source_forms,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::SensitiveProcessor#,idiomatic,"hitool_dfa::{SensitiveProcessor,DefaultSensitiveProcessor}",crates/hitool-dfa/src/sensitive.rs::filtering_supports_default_custom_and_serialized_processors,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::SensitiveUtil#,idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::SensitiveUtil::isInited#boolean (),idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
"cn.hutool.dfa::SensitiveUtil::init#void (final Collection<String> sensitiveWords, boolean isAsync)",idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::SensitiveUtil::init#void (Collection<String> sensitiveWords),idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
"cn.hutool.dfa::SensitiveUtil::init#void (String sensitiveWords, char separator, boolean isAsync)",idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
"cn.hutool.dfa::SensitiveUtil::init#void (String sensitiveWords, boolean isAsync)",idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::SensitiveUtil::setCharFilter#void (Filter<Character> charFilter),idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::SensitiveUtil::containsSensitive#boolean (String text),idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::SensitiveUtil::containsSensitive#boolean (Object obj),idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::SensitiveUtil::getFoundFirstSensitive#FoundWord (String text),idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::SensitiveUtil::getFoundFirstSensitive#FoundWord (Object obj),idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::SensitiveUtil::getFoundAllSensitive#List<FoundWord> (String text),idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
"cn.hutool.dfa::SensitiveUtil::getFoundAllSensitive#List<FoundWord> (String text, boolean isDensityMatch, boolean isGreedMatch)",idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::SensitiveUtil::getFoundAllSensitive#List<FoundWord> (Object bean),idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
"cn.hutool.dfa::SensitiveUtil::getFoundAllSensitive#List<FoundWord> (Object bean, boolean isDensityMatch, boolean isGreedMatch)",idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
"cn.hutool.dfa::SensitiveUtil::sensitiveFilter#T (T bean, boolean isGreedMatch, SensitiveProcessor sensitiveProcessor)",idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::SensitiveUtil::sensitiveFilter#String (String text),idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
"cn.hutool.dfa::SensitiveUtil::sensitiveFilter#String (String text, boolean isGreedMatch, SensitiveProcessor sensitiveProcessor)",idiomatic,hitool_dfa::SensitiveUtil,crates/hitool-dfa/src/sensitive.rs::initialization_search_and_async_replacement_are_thread_safe,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::StopChar#,idiomatic,hitool_dfa::StopChar,crates/hitool-dfa/src/stop_char.rs::classifies_whitespace_hutool_symbols_and_normal_text,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::StopChar::isStopChar#boolean (char ch),idiomatic,hitool_dfa::StopChar,crates/hitool-dfa/src/stop_char.rs::classifies_whitespace_hutool_symbols_and_normal_text,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::StopChar::isNotStopChar#boolean (char ch),idiomatic,hitool_dfa::StopChar,crates/hitool-dfa/src/stop_char.rs::classifies_whitespace_hutool_symbols_and_normal_text,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::WordTree#,idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::WordTree::WordTree#(),idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::WordTree::setCharFilter#WordTree (Filter<Character> charFilter),idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::WordTree::addWords#WordTree (Collection<String> words),idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::WordTree::addWords#WordTree (String... words),idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::WordTree::addWord#WordTree (String word),idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::WordTree::isMatch#boolean (String text),idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::WordTree::match#String (String text),idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::WordTree::matchWord#FoundWord (String text),idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::WordTree::matchAll#List<String> (String text),idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::WordTree::matchAllWords#List<FoundWord> (String text),idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
"cn.hutool.dfa::WordTree::matchAll#List<String> (String text, int limit)",idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
"cn.hutool.dfa::WordTree::matchAllWords#List<FoundWord> (String text, int limit)",idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
"cn.hutool.dfa::WordTree::matchAll#List<String> (String text, int limit, boolean isDensityMatch, boolean isGreedMatch)",idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
"cn.hutool.dfa::WordTree::matchAllWords#List<FoundWord> (String text, int limit, boolean isDensityMatch, boolean isGreedMatch)",idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.dfa::WordTree::clear#void (),idiomatic,"hitool_dfa::{WordTree,MatchOptions}",crates/hitool-dfa/src/word_tree.rs::density_and_greed_modes_match_hutool_ordering,"Aho-Corasick remains the immutable high-throughput engine; the mutable Rust trie preserves Hutool stop-character, density, greed, span, and filtering semantics."
cn.hutool.bloomfilter::BitMapBloomFilter#,idiomatic,hitool_bloom_filter::BitMapBloomFilter,crates/hitool-bloom-filter/src/tests.rs::bitmap_composition_uses_or_for_add_and_and_for_contains,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter::BitMapBloomFilter::BitMapBloomFilter#(int m),idiomatic,hitool_bloom_filter::BitMapBloomFilter,crates/hitool-bloom-filter/src/tests.rs::bitmap_composition_uses_or_for_add_and_and_for_contains,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
"cn.hutool.bloomfilter::BitMapBloomFilter::BitMapBloomFilter#(int m, BloomFilter... filters)",idiomatic,hitool_bloom_filter::BitMapBloomFilter,crates/hitool-bloom-filter/src/tests.rs::bitmap_composition_uses_or_for_add_and_and_for_contains,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter::BitMapBloomFilter::add#boolean (String str),idiomatic,hitool_bloom_filter::BitMapBloomFilter,crates/hitool-bloom-filter/src/tests.rs::bitmap_composition_uses_or_for_add_and_and_for_contains,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter::BitMapBloomFilter::contains#boolean (String str),idiomatic,hitool_bloom_filter::BitMapBloomFilter,crates/hitool-bloom-filter/src/tests.rs::bitmap_composition_uses_or_for_add_and_and_for_contains,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
cn.hutool.bloomfilter::BitSetBloomFilter#,idiomatic,hitool_bloom_filter::BitSetBloomFilter,crates/hitool-bloom-filter/src/tests.rs::bitset_filter_validates_hashes_files_encoding_and_probability,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
"cn.hutool.bloomfilter::BitSetBloomFilter::BitSetBloomFilter#(int c, int n, int k)",idiomatic,hitool_bloom_filter::BitSetBloomFilter,crates/hitool-bloom-filter/src/tests.rs::bitset_filter_validates_hashes_files_encoding_and_probability,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
"cn.hutool.bloomfilter::BitSetBloomFilter::init#void (String path, String charsetName)",idiomatic,hitool_bloom_filter::BitSetBloomFilter,crates/hitool-bloom-filter/src/tests.rs::bitset_filter_validates_hashes_files_encoding_and_probability,"The mature generic engine is retained; checked sparse bitmaps and Java UTF-16 hash strategies preserve Hutool add, contains, composition, and file-init semantics."
